KOD GUS;rok;powiat;podregion;województwo;ID powiat;ID podreg;ID woj.;id;XA03;XA04;XA05;XA06;XA17;XA19;XA20;XA21;XA28;XA29;XA30;XA45;XA46;XB03;XB14;XB17;XB23;XB24;XC05
4304006000.00;1996.00;Powiat jarociński; kaliski;Wielkopolskie;3006.00;40.00;30.00;708;1460.00;8127.00;6157.00;NA;NA;20591.00;40618.00;9297.00;3188.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304007000.00;1996.00;Powiat kaliski; kaliski;Wielkopolskie;3007.00;40.00;30.00;709;504.00;2734.00;4078.00;NA;NA;22845.00;45475.00;12433.00;3070.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304008000.00;1996.00;Powiat kępiński; kaliski;Wielkopolskie;3008.00;40.00;30.00;710;319.00;6264.00;5555.00;NA;NA;16391.00;31452.00;7185.00;2334.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304109000.00;1996.00;Powiat kolski; koniński;Wielkopolskie;3009.00;41.00;30.00;711;468.00;7223.00;7717.00;NA;NA;25656.00;52761.00;13705.00;3378.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304110000.00;1996.00;Powiat koniński; koniński;Wielkopolskie;3010.00;41.00;30.00;712;450.00;7722.00;5681.00;NA;NA;36111.00;66465.00;16327.00;3433.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303911000.00;1996.00;Powiat kościański; poznański;Wielkopolskie;3011.00;39.00;30.00;713;2782.00;7202.00;6522.00;NA;NA;22662.00;45028.00;10201.00;5198.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304012000.00;1996.00;Powiat krotoszyński; kaliski;Wielkopolskie;3012.00;40.00;30.00;714;1094.00;8021.00;6396.00;NA;NA;23038.00;43924.00;10623.00;3908.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303913000.00;1996.00;Powiat leszczyński; poznański;Wielkopolskie;3013.00;39.00;30.00;715;1717.00;3039.00;2984.00;NA;NA;14623.00;26772.00;5970.00;2878.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303914000.00;1996.00;Powiat międzychodzki; poznański;Wielkopolskie;3014.00;39.00;30.00;716;896.00;4389.00;3367.00;NA;NA;10784.00;21161.00;4427.00;2010.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303915000.00;1996.00;Powiat nowotomyski; poznański;Wielkopolskie;3015.00;39.00;30.00;717;1296.00;8108.00;5974.00;NA;NA;21306.00;40494.00;9056.00;4237.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303916000.00;1996.00;Powiat obornicki; poznański;Wielkopolskie;3016.00;39.00;30.00;718;1465.00;5639.00;4651.00;NA;NA;16671.00;31631.00;6323.00;3571.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304017000.00;1996.00;Powiat ostrowski; kaliski;Wielkopolskie;3017.00;40.00;30.00;719;1236.00;16906.00;17012.00;NA;NA;46154.00;92806.00;21689.00;7729.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304018000.00;1996.00;Powiat ostrzeszowski; kaliski;Wielkopolskie;3018.00;40.00;30.00;720;321.00;4318.00;4421.00;NA;NA;16157.00;30882.00;7349.00;2861.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303819000.00;1996.00;Powiat pilski; pilski;Wielkopolskie;3019.00;38.00;30.00;721;1203.00;15021.00;19130.00;NA;NA;41426.00;81326.00;15234.00;9263.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304020000.00;1996.00;Powiat pleszewski; kaliski;Wielkopolskie;3020.00;40.00;30.00;722;1058.00;3727.00;5271.00;NA;NA;18162.00;35853.00;8208.00;3108.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303921000.00;1996.00;Powiat poznański; poznański;Wielkopolskie;3021.00;39.00;30.00;723;3385.00;28452.00;21774.00;NA;NA;70620.00;144155.00;28300.00;19479.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304022000.00;1996.00;Powiat rawicki; kaliski;Wielkopolskie;3022.00;40.00;30.00;724;838.00;6120.00;5490.00;NA;NA;17227.00;33941.00;8130.00;3279.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304123000.00;1996.00;Powiat słupecki; koniński;Wielkopolskie;3023.00;41.00;30.00;725;425.00;3005.00;5022.00;NA;NA;17563.00;34193.00;8094.00;2621.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303924000.00;1996.00;Powiat szamotulski; poznański;Wielkopolskie;3024.00;39.00;30.00;726;2063.00;8678.00;7649.00;NA;NA;24464.00;49156.00;11466.00;4547.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303925000.00;1996.00;Powiat średzki; poznański;Wielkopolskie;3025.00;39.00;30.00;727;925.00;5304.00;4809.00;NA;NA;16223.00;31504.00;6760.00;2924.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303926000.00;1996.00;Powiat śremski; poznański;Wielkopolskie;3026.00;39.00;30.00;728;1654.00;6541.00;5811.00;NA;NA;17477.00;33977.00;6242.00;3311.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304127000.00;1996.00;Powiat turecki; koniński;Wielkopolskie;3027.00;41.00;30.00;729;181.00;10794.00;6437.00;NA;NA;25153.00;48383.00;11572.00;3363.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303828000.00;1996.00;Powiat wągrowiecki; pilski;Wielkopolskie;3028.00;38.00;30.00;730;1271.00;3628.00;5405.00;NA;NA;20799.00;38490.00;8355.00;3595.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303929000.00;1996.00;Powiat wolsztyński; poznański;Wielkopolskie;3029.00;39.00;30.00;731;759.00;5249.00;4615.00;NA;NA;16813.00;31222.00;6449.00;3469.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303930000.00;1996.00;Powiat wrzesiński; poznański;Wielkopolskie;3030.00;39.00;30.00;732;1337.00;8185.00;6064.00;NA;NA;21537.00;43080.00;9203.00;4243.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303831000.00;1996.00;Powiat złotowski; pilski;Wielkopolskie;3031.00;38.00;30.00;733;968.00;5081.00;5874.00;NA;NA;22207.00;40105.00;7831.00;3273.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304061000.00;1996.00;Powiat m.Kalisz; kaliski;Wielkopolskie;3061.00;40.00;30.00;734;49.00;20405.00;20522.00;NA;NA;25791.00;65777.00;15178.00;9288.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304162000.00;1996.00;Powiat m.Konin; koniński;Wielkopolskie;3062.00;41.00;30.00;735;88.00;15442.00;16894.00;NA;NA;22592.00;52743.00;7825.00;5843.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4303963000.00;1996.00;Powiat m.Leszno; poznański;Wielkopolskie;3063.00;39.00;30.00;736;186.00;8279.00;14190.00;NA;NA;17103.00;37680.00;7162.00;6249.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4304264000.00;1996.00;Powiat m.Poznań; m. Poznań;Wielkopolskie;3064.00;42.00;30.00;737;1239.00;80914.00;144128.00;NA;NA;130053.00;360851.00;89927.00;61869.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324401000.00;1996.00;Powiat białogardzki; koszaliński;Zachodniopomorskie;3201.00;44.00;32.00;738;377.00;4179.00;5081.00;NA;NA;14647.00;29253.00;6322.00;2149.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324302000.00;1996.00;Powiat choszczeński; szczeciński;Zachodniopomorskie;3202.00;43.00;32.00;739;1601.00;2425.00;4598.00;NA;NA;15438.00;29586.00;6239.00;2201.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324403000.00;1996.00;Powiat drawski; koszaliński;Zachodniopomorskie;3203.00;44.00;32.00;740;706.00;4060.00;5640.00;NA;NA;18343.00;35298.00;7201.00;2725.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324304000.00;1996.00;Powiat goleniowski; szczeciński;Zachodniopomorskie;3204.00;43.00;32.00;741;1076.00;7385.00;7124.00;NA;NA;23566.00;48428.00;9466.00;4613.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324305000.00;1996.00;Powiat gryficki; szczeciński;Zachodniopomorskie;3205.00;43.00;32.00;742;1219.00;3361.00;7616.00;NA;NA;22525.00;43681.00;9165.00;4451.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324306000.00;1996.00;Powiat gryfiński; szczeciński;Zachodniopomorskie;3206.00;43.00;32.00;743;1565.00;7520.00;7386.00;NA;NA;24852.00;49601.00;9345.00;4827.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324307000.00;1996.00;Powiat kamieński; szczeciński;Zachodniopomorskie;3207.00;43.00;32.00;744;661.00;2127.00;5675.00;NA;NA;14124.00;30126.00;5832.00;4121.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324408000.00;1996.00;Powiat kołobrzeski; koszaliński;Zachodniopomorskie;3208.00;44.00;32.00;745;924.00;6113.00;12256.00;NA;NA;21253.00;47015.00;8352.00;6538.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324409000.00;1996.00;Powiat koszaliński; koszaliński;Zachodniopomorskie;3209.00;44.00;32.00;746;1349.00;3091.00;4551.00;NA;NA;19506.00;36165.00;6868.00;3341.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324310000.00;1996.00;Powiat myśliborski; szczeciński;Zachodniopomorskie;3210.00;43.00;32.00;747;870.00;5870.00;6778.00;NA;NA;20545.00;41263.00;8587.00;3352.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324311000.00;1996.00;Powiat policki; szczeciński;Zachodniopomorskie;3211.00;43.00;32.00;748;346.00;8131.00;5596.00;NA;NA;16920.00;33607.00;4513.00;4071.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324312000.00;1996.00;Powiat pyrzycki; szczeciński;Zachodniopomorskie;3212.00;43.00;32.00;749;915.00;2098.00;3543.00;NA;NA;11857.00;24263.00;5053.00;1706.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324413000.00;1996.00;Powiat sławieński; koszaliński;Zachodniopomorskie;3213.00;44.00;32.00;750;1105.00;3633.00;4986.00;NA;NA;17755.00;35014.00;7095.00;3374.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324314000.00;1996.00;Powiat stargardzki; szczeciński;Zachodniopomorskie;3214.00;43.00;32.00;751;2705.00;10460.00;14419.00;NA;NA;41718.00;85505.00;16721.00;8359.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324415000.00;1996.00;Powiat szczecinecki; koszaliński;Zachodniopomorskie;3215.00;44.00;32.00;752;874.00;6727.00;9423.00;NA;NA;23910.00;46609.00;9808.00;3641.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324416000.00;1996.00;Powiat świdwiński; koszaliński;Zachodniopomorskie;3216.00;44.00;32.00;753;1279.00;3087.00;5223.00;NA;NA;15670.00;29729.00;6442.00;2002.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324417000.00;1996.00;Powiat wałecki; koszaliński;Zachodniopomorskie;3217.00;44.00;32.00;754;693.00;4017.00;5429.00;NA;NA;16923.00;33405.00;6534.00;3500.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324318000.00;1996.00;Powiat łobeski; szczeciński;Zachodniopomorskie;3218.00;43.00;32.00;755;NA;NA;0.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324461000.00;1996.00;Powiat m.Koszalin; koszaliński;Zachodniopomorskie;3261.00;44.00;32.00;756;286.00;11394.00;22514.00;NA;NA;27424.00;71440.00;13048.00;11132.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324362000.00;1996.00;Powiat m.Szczecin; szczeciński;Zachodniopomorskie;3262.00;43.00;32.00;757;2534.00;47564.00;89939.00;NA;NA;93531.00;265596.00;59699.00;43513.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4324363000.00;1996.00;Powiat m.Świnoujście; szczeciński;Zachodniopomorskie;3263.00;43.00;32.00;758;1969.00;2942.00;8553.00;NA;NA;10404.00;28432.00;4539.00;5141.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020101000.00;1997.00;Powiat bolesławiecki; jeleniogórsko-wałbrzyski;Dolnośląskie;201.00;1.00;2.00;759;646.00;9167.00;8447.00;NA;NA;24274.00;53952.00;11370.00;5181.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020102000.00;1997.00;Powiat dzierżoniowski; jeleniogórsko-wałbrzyski;Dolnośląskie;202.00;1.00;2.00;760;519.00;12703.00;8922.00;NA;NA;27406.00;67454.00;17997.00;8026.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020203000.00;1997.00;Powiat głogowski; legnicki;Dolnośląskie;203.00;2.00;2.00;761;477.00;10916.00;11770.00;NA;NA;25347.00;58418.00;7891.00;6586.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020204000.00;1997.00;Powiat górowski; legnicki;Dolnośląskie;204.00;2.00;2.00;762;636.00;2737.00;3024.00;NA;NA;10977.00;21698.00;5301.00;1733.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020105000.00;1997.00;Powiat jaworski; jeleniogórsko-wałbrzyski;Dolnośląskie;205.00;1.00;2.00;763;558.00;4999.00;5000.00;NA;NA;15209.00;32129.00;7583.00;3250.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020106000.00;1997.00;Powiat jeleniogórski; jeleniogórsko-wałbrzyski;Dolnośląskie;206.00;1.00;2.00;764;387.00;6686.00;6775.00;NA;NA;16496.00;41048.00;10052.00;5664.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020107000.00;1997.00;Powiat kamiennogórski; jeleniogórsko-wałbrzyski;Dolnośląskie;207.00;1.00;2.00;765;179.00;5340.00;4931.00;NA;NA;12641.00;29292.00;7327.00;2629.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020108000.00;1997.00;Powiat kłodzki; jeleniogórsko-wałbrzyski;Dolnośląskie;208.00;1.00;2.00;766;925.00;15883.00;22584.00;NA;NA;45121.00;108877.00;27690.00;11669.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020209000.00;1997.00;Powiat legnicki; legnicki;Dolnośląskie;209.00;2.00;2.00;767;646.00;4100.00;4989.00;NA;NA;14705.00;31945.00;7815.00;3093.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020110000.00;1997.00;Powiat lubański; jeleniogórsko-wałbrzyski;Dolnośląskie;210.00;1.00;2.00;768;368.00;5777.00;6255.00;NA;NA;15907.00;35629.00;8927.00;3825.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020211000.00;1997.00;Powiat lubiński; legnicki;Dolnośląskie;211.00;2.00;2.00;769;635.00;12120.00;14253.00;NA;NA;28624.00;72159.00;9892.00;7718.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020112000.00;1997.00;Powiat lwówecki; jeleniogórsko-wałbrzyski;Dolnośląskie;212.00;1.00;2.00;770;209.00;3213.00;4636.00;NA;NA;13908.00;29737.00;7970.00;2553.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020313000.00;1997.00;Powiat milicki; wrocławski;Dolnośląskie;213.00;3.00;2.00;771;547.00;2899.00;3571.00;NA;NA;10853.00;21685.00;4781.00;1823.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020314000.00;1997.00;Powiat oleśnicki; wrocławski;Dolnośląskie;214.00;3.00;2.00;772;828.00;9798.00;9383.00;NA;NA;29231.00;62599.00;12666.00;5697.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020315000.00;1997.00;Powiat oławski; wrocławski;Dolnośląskie;215.00;3.00;2.00;773;609.00;7691.00;6743.00;NA;NA;19101.00;44601.00;8117.00;4512.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020216000.00;1997.00;Powiat polkowicki; legnicki;Dolnośląskie;216.00;2.00;2.00;774;393.00;17857.00;6579.00;NA;NA;18042.00;37458.00;6239.00;3099.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020117000.00;1997.00;Powiat strzeliński; jeleniogórsko-wałbrzyski;Dolnośląskie;217.00;1.00;2.00;775;940.00;3012.00;3833.00;NA;NA;12153.00;26744.00;7240.00;2056.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020318000.00;1997.00;Powiat średzki; wrocławski;Dolnośląskie;218.00;3.00;2.00;776;616.00;3249.00;3884.00;NA;NA;13228.00;28962.00;7055.00;2679.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020119000.00;1997.00;Powiat świdnicki; jeleniogórsko-wałbrzyski;Dolnośląskie;219.00;1.00;2.00;777;1614.00;23380.00;16335.00;NA;NA;42972.00;102179.00;23547.00;10646.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020320000.00;1997.00;Powiat trzebnicki; wrocławski;Dolnośląskie;220.00;3.00;2.00;778;883.00;4472.00;5979.00;NA;NA;20933.00;44552.00;10003.00;4646.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020121000.00;1997.00;Powiat wałbrzyski; jeleniogórsko-wałbrzyski;Dolnośląskie;221.00;1.00;2.00;779;507.00;3616.00;5008.00;NA;NA;15584.00;36863.00;10309.00;9767.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020222000.00;1997.00;Powiat wołowski; legnicki;Dolnośląskie;222.00;2.00;2.00;780;329.00;5190.00;6055.00;NA;NA;13219.00;29341.00;7306.00;2220.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020323000.00;1997.00;Powiat wrocławski; wrocławski;Dolnośląskie;223.00;3.00;2.00;781;1458.00;6251.00;6102.00;NA;NA;25503.00;54423.00;12916.00;5871.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020124000.00;1997.00;Powiat ząbkowicki; jeleniogórsko-wałbrzyski;Dolnośląskie;224.00;1.00;2.00;782;970.00;6158.00;8177.00;NA;NA;19024.00;43079.00;11455.00;4125.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020125000.00;1997.00;Powiat zgorzelecki; jeleniogórsko-wałbrzyski;Dolnośląskie;225.00;1.00;2.00;783;446.00;18623.00;11498.00;NA;NA;26541.00;61502.00;13215.00;6613.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020126000.00;1997.00;Powiat złotoryjski; jeleniogórsko-wałbrzyski;Dolnośląskie;226.00;1.00;2.00;784;436.00;4455.00;4440.00;NA;NA;13527.00;27797.00;6470.00;2947.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020161000.00;1997.00;Powiat m.Jelenia Góra; jeleniogórsko-wałbrzyski;Dolnośląskie;261.00;1.00;2.00;785;145.00;10012.00;18999.00;NA;NA;20699.00;58042.00;14659.00;10014.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020262000.00;1997.00;Powiat m.Legnica; legnicki;Dolnośląskie;262.00;2.00;2.00;786;64.00;12930.00;22744.00;NA;NA;26777.00;68236.00;13957.00;9202.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5020464000.00;1997.00;Powiat m.Wrocław; m. Wrocław;Dolnośląskie;264.00;4.00;2.00;787;1041.00;74258.00;137893.00;NA;NA;132454.00;402882.00;104063.00;74913.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040601000.00;1997.00;Powiat aleksandrowski; toruńsko-wrocławski;Kujawsko-Pomorskie;401.00;6.00;4.00;788;466.00;2144.00;6862.00;NA;NA;15099.00;33180.00;8483.00;3349.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040602000.00;1997.00;Powiat brodnicki; toruńsko-wrocławski;Kujawsko-Pomorskie;402.00;6.00;4.00;789;643.00;6317.00;6583.00;NA;NA;22840.00;42369.00;10286.00;3679.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040503000.00;1997.00;Powiat bydgoski; bydgoski;Kujawsko-Pomorskie;403.00;5.00;4.00;790;611.00;7549.00;7086.00;NA;NA;24289.00;49458.00;10098.00;5140.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040604000.00;1997.00;Powiat chełmiński; toruńsko-wrocławski;Kujawsko-Pomorskie;404.00;6.00;4.00;791;646.00;4400.00;4686.00;NA;NA;15577.00;30943.00;6771.00;2739.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040605000.00;1997.00;Powiat golubsko-dobrzyński; toruńsko-wrocławski;Kujawsko-Pomorskie;405.00;6.00;4.00;792;199.00;1915.00;3505.00;NA;NA;13549.00;25808.00;6089.00;2389.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040606000.00;1997.00;Powiat grudziądzki; toruńsko-wrocławski;Kujawsko-Pomorskie;406.00;6.00;4.00;793;812.00;1984.00;1904.00;NA;NA;12007.00;22324.00;4806.00;1206.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040507000.00;1997.00;Powiat inowrocławski; bydgoski;Kujawsko-Pomorskie;407.00;5.00;4.00;794;1946.00;20007.00;18857.00;NA;NA;46263.00;101302.00;22022.00;8647.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040608000.00;1997.00;Powiat lipnowski; toruńsko-wrocławski;Kujawsko-Pomorskie;408.00;6.00;4.00;795;274.00;2656.00;5366.00;NA;NA;20599.00;38616.00;9549.00;3037.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040509000.00;1997.00;Powiat mogileński; bydgoski;Kujawsko-Pomorskie;409.00;5.00;4.00;796;767.00;3945.00;3913.00;NA;NA;13522.00;27602.00;6363.00;2020.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040510000.00;1997.00;Powiat nakielski; bydgoski;Kujawsko-Pomorskie;410.00;5.00;4.00;797;1277.00;5672.00;7634.00;NA;NA;25581.00;49172.00;9983.00;4146.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040611000.00;1997.00;Powiat radziejowski; toruńsko-wrocławski;Kujawsko-Pomorskie;411.00;6.00;4.00;798;496.00;1447.00;3645.00;NA;NA;12469.00;25096.00;6878.00;2106.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040612000.00;1997.00;Powiat rypiński; toruńsko-wrocławski;Kujawsko-Pomorskie;412.00;6.00;4.00;799;104.00;2584.00;4030.00;NA;NA;13244.00;25761.00;6770.00;2206.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040513000.00;1997.00;Powiat sępoleński; bydgoski;Kujawsko-Pomorskie;413.00;5.00;4.00;800;1031.00;2767.00;3602.00;NA;NA;12849.00;23619.00;5404.00;1848.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040514000.00;1997.00;Powiat świecki; bydgoski;Kujawsko-Pomorskie;414.00;5.00;4.00;801;1015.00;9616.00;9317.00;NA;NA;28509.00;59147.00;12042.00;4494.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040615000.00;1997.00;Powiat toruński; toruńsko-wrocławski;Kujawsko-Pomorskie;415.00;6.00;4.00;802;962.00;4482.00;4843.00;NA;NA;24087.00;46688.00;10004.00;3995.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040516000.00;1997.00;Powiat tucholski; bydgoski;Kujawsko-Pomorskie;416.00;5.00;4.00;803;749.00;3402.00;3692.00;NA;NA;14643.00;27009.00;6045.00;2305.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040617000.00;1997.00;Powiat wąbrzeski; toruńsko-wrocławski;Kujawsko-Pomorskie;417.00;6.00;4.00;804;296.00;2165.00;3062.00;NA;NA;10254.00;20779.00;4875.00;1719.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040618000.00;1997.00;Powiat włocławski; toruńsko-wrocławski;Kujawsko-Pomorskie;418.00;6.00;4.00;805;637.00;3217.00;5069.00;NA;NA;23764.00;49999.00;13738.00;3461.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040519000.00;1997.00;Powiat żniński; bydgoski;Kujawsko-Pomorskie;419.00;5.00;4.00;806;1330.00;5648.00;5668.00;NA;NA;20346.00;42308.00;8901.00;3748.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040561000.00;1997.00;Powiat m.Bydgoszcz; bydgoski;Kujawsko-Pomorskie;461.00;5.00;4.00;807;623.00;54897.00;70769.00;NA;NA;90415.00;241145.00;54708.00;35950.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040662000.00;1997.00;Powiat m.Grudziądz; toruńsko-wrocławski;Kujawsko-Pomorskie;462.00;6.00;4.00;808;81.00;11590.00;14486.00;NA;NA;26615.00;62289.00;13925.00;5666.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040663000.00;1997.00;Powiat m.Toruń; toruńsko-wrocławski;Kujawsko-Pomorskie;463.00;6.00;4.00;809;276.00;34362.00;39060.00;NA;NA;50015.00;130611.00;25214.00;18151.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6040664000.00;1997.00;Powiat m.Włocławek; toruńsko-wrocławski;Kujawsko-Pomorskie;464.00;6.00;4.00;810;221.00;20228.00;19544.00;NA;NA;30922.00;77624.00;14757.00;10968.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060701000.00;1997.00;Powiat bialski; bialskopodlaski;Lubelskie;601.00;7.00;6.00;811;1008.00;4457.00;11407.00;NA;NA;34027.00;62667.00;21666.00;3890.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060802000.00;1997.00;Powiat biłgorajski; chełmsko-zamojski;Lubelskie;602.00;8.00;6.00;812;572.00;6060.00;8437.00;NA;NA;30707.00;58391.00;17125.00;4530.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060803000.00;1997.00;Powiat chełmski; chełmsko-zamojski;Lubelskie;603.00;8.00;6.00;813;596.00;1961.00;3863.00;NA;NA;21726.00;41146.00;14136.00;2126.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060804000.00;1997.00;Powiat hrubieszowski; chełmsko-zamojski;Lubelskie;604.00;8.00;6.00;814;978.00;3527.00;6568.00;NA;NA;20959.00;42070.00;12738.00;2140.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060905000.00;1997.00;Powiat janowski; lubelski;Lubelskie;605.00;9.00;6.00;815;171.00;2074.00;4257.00;NA;NA;13852.00;27657.00;8867.00;1423.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060806000.00;1997.00;Powiat krasnostawski; chełmsko-zamojski;Lubelskie;606.00;8.00;6.00;816;574.00;5077.00;6637.00;NA;NA;20816.00;44620.00;16834.00;3104.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060907000.00;1997.00;Powiat kraśnicki; lubelski;Lubelskie;607.00;9.00;6.00;817;296.00;8646.00;7887.00;NA;NA;27500.00;58559.00;17637.00;4107.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3060908000.00;1997.00;Powiat lubartowski; lubelski;Lubelskie;608.00;9.00;6.00;818;271.00;4840.00;7338.00;NA;NA;25704.00;51878.00;15643.00;3624.00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
